,direccion_x,barrio,metraje,$_m2,latitude,longitude
23375,Jean Jaures 400,Abasto,72.0,2361.11111111,-34.6053487,-58.4095605
23376,Jean Jaures 400,Abasto,72.0,1250.0,-34.6053487,-58.4095605
23377,Jean Jaures 400,Abasto,55.0,2709.09090909,-34.6053487,-58.4095605
23378,Pasteur 700,Balvanera,76.0,2105.26315789,-34.6012819,-58.3999049
23379,Pasteur 700,Balvanera,134.0,1865.67164179,-34.6012819,-58.3999049
23381,Arregui 1400,Monte Castro,70.0,1792.64285714,-34.6140094,-58.5007915
23383,Avenida Rivadavia 3500,Almagro,91.0,2087.91208791,-34.6110222,-58.4184794
23384,Avenida Rivadavia 3500,Almagro,67.0,2373.13432836,-34.6110222,-58.4184794
23385,Rodriguez Pena 300,San Nicolás,110.0,1627.27272727,-34.6056869,-58.3908999
23386,Escalada De San Martin 900,Villa Crespo,32.0,1993.75,-34.6036189,-58.4549539
23387,Virrey Del Pino Y Ciudad De La Paz,Belgrano,38.0,2789.47368421,-34.56543,-58.45066
23388,Virrey Del Pino Y Ciudad De La Paz,Belgrano,60.0,2800.0,-34.56543,-58.45066
23389,Virrey Del Pino Y Ciudad De La Paz,Belgrano,35.0,2800.0,-34.56543,-58.45066
23390,Virrey Del Pino Y Ciudad De La Paz,Belgrano,90.0,2240.0,-34.56543,-58.45066
23391,Virrey Del Pino Y Ciudad De La Paz,Belgrano,92.0,2465.2173913,-34.56543,-58.45066
23392,Virrey Del Pino Y Ciudad De La Paz,Belgrano,40.0,2800.0,-34.56543,-58.45066
23393,M.t De  Alvear 2000,Recoleta,45.0,1733.33333333,-34.5872332,-58.3901441
23394,Florencio Balcarce 0,Caballito,160.0,2312.5,-34.6164069,-58.4354342
23395,Naon Romulo S. Dr. 3500,Saavedra,57.0,2205.92982456,-34.55368,-58.48353
23396,Margarinos Cervantes 3000,Villa del Parque,45.0,1755.55555556,-31.63167,-60.72321
23398,"Las Heras, Av. 3800",Palermo,244.0,2377.04918033,-34.58193,-58.41272
23402,Jose L Suarez 200,Liniers,35.0,1714.28571429,-34.64152,-58.52748
23403,Gallo 400,Abasto,30.0,2266.66666667,-34.6042649,-58.4133459
23404,Gallo 400,Abasto,32.0,2343.75,-34.6042649,-58.4133459
23406,Av. Patricios 100,Barracas,39.0,1917.94871795,-34.63178,-58.37043
23407,Av. Patricios 100,Barracas,38.0,1968.42105263,-34.63178,-58.37043
23408,Av. Patricios 100,Barracas,58.0,1896.55172414,-34.63178,-58.37043
23409,Avenida Asamblea 1400,Parque Chacabuco,30.0,2000.0,-34.6364877,-58.4441528
23410,Ramallo 1900,Nuñez,70.0,1642.85714286,-34.5405572,-58.4675076
23411,"Mitre, Bartolome 2000",Balvanera,25.0,1832.0,-34.60818,-58.3948
23416,Niceto Vega 4700,Palermo Soho - Palermo,49.0,2857.14285714,-34.5931499,-58.4302416
23417,Niceto Vega 4700,Palermo Soho - Palermo,55.0,3090.90909091,-34.5931499,-58.4302416
23418,Niceto Vega 4700,Palermo Soho - Palermo,45.0,2644.44444444,-34.5931499,-58.4302416
23419,"Rivadavia, Av 4700",Caballito,115.0,1391.30434783,-34.616287,-58.4316048
23421,Tucuman 400,San Nicolás,52.0,1634.61538462,-34.6009688,-58.3724283
23422,Avenida Corrientes 2700,Balvanera,49.0,1734.69387755,-34.6047907,-58.4043771
23423,Estados Unidos 900,San Telmo,59.0,2237.28813559,-34.6186073,-58.3786058
23424,Avenida Juan Bautista Alberdi 100,Caballito,55.0,2309.09090909,-34.6223722,-58.4290553
23426,Avenida Juan Bautista Alberdi 100,Caballito,43.0,2206.97674419,-34.6223722,-58.4290553
23428,Dorrego Av. 2200,Colegiales,70.0,2500.0,-34.58076,-58.44232
23429,Moreno 2500,Once,39.0,2023.07692308,-34.6133819,-58.4012779
23430,Rooselvet Franklin D 2800,Belgrano,54.0,2405.55555556,-34.5597707,-58.464017
23431,Riglos 600,Caballito,48.0,2062.5,-34.6258489,-58.4360479
23432,Belaustegui 3400,Villa Santa Rita,42.0,1892.85714286,-34.61972,-58.48358
23433,Avda. Cordoba 1400,Barrio Norte,200.0,1450.0,-34.5994787,-58.3866961
23434,Biarritz 2700,Villa del Parque,108.0,925.925925926,-34.6075379,-58.4807479
23435,Avenida Alvarez Jonte 2400,Villa del Parque,65.0,1353.84615385,-34.6140495,-58.4948731
23436,Ambrosetti 100,Caballito,135.0,2222.22222222,-34.6166970135135,-58.4358581986486
23437,Ambrosetti 100,Caballito,135.0,2444.44444444,-34.6166970135135,-58.4358581986486
23440,Dr. Pedro Ignacio Rivera 4900,Villa Urquiza,39.0,2179.48717949,-34.5708229,-58.4858849
23441,Avenida Jujuy 1200,Balvanera,104.0,1586.53846154,-34.6153281,-58.4047165
23448,Medrano 1100,Palermo,34.0,2558.82352941,-34.5966098,-58.4200435
23453,Jose Maria Moreno 800,Caballito,35.0,2300.0,-34.6278626,-58.4336625
23454,Jose Maria Moreno 800,Caballito,50.0,2490.0,-34.6278626,-58.4336625
23455,Avenida San Martin 4900,Villa del Parque,53.0,1620.75471698,-34.5969963,-58.4948733
23456,Machain 4100,Saavedra,40.0,2300.0,-34.555186,-58.4899915
23458,Franklin Roosevelt 2500,Belgrano,41.0,2170.73170732,-34.55812,-58.46138
23459,Montevideo 800,Barrio Norte,30.0,1633.33333333,-34.5996661,-58.3897077
23461,Cuzco 500,Versalles,72.0,1236.11111111,-34.6323791,-58.5284963
23462,Lima 1000,Monserrat,44.0,1250.0,-34.6131124,-58.3817509
23463,Avenida Pueyrredon 1500,Recoleta,92.0,1902.17391304,-34.5934959,-58.4020409
23464,Galicia 600,Caballito,49.0,1591.83673469,-34.6089449,-58.4568714
23465,Mexico 2900,Once,42.0,1392.85714286,-34.6178919,-58.4063759
23466,Paez 2800,Flores,46.0,1565.2173913,-34.6218209,-58.4718959
23468,Av. Martin Garcia 600,Barracas,78.0,1602.56410256,-34.6315393136364,-58.3724446181818
23469,Avenida Piedrabuena 3800,Villa Lugano,77.0,844.155844156,-34.6765901,-58.4890482
23470,Santa Fe Av. 1100,Recoleta,36.0,2083.33333333,-34.5955,-58.3979
23471,Santa Fe Av. 1100,Recoleta,31.0,2225.80645161,-34.5955,-58.3979
23472,Amenabar 2900,Nuñez,50.0,2310.0,-34.5555788,-58.46503
23473,Amenabar 2900,Nuñez,50.0,2290.0,-34.5555788,-58.46503
23474,Bartolome Mitre 2300,Once,38.0,1289.47368421,-34.608573,-58.3990428
23475,Bartolome Mitre 2300,Once,38.0,1289.47368421,-34.608573,-58.3990428
23476,Bartolome Mitre 2300,Once,172.0,1040.69767442,-34.608573,-58.3990428
23477,Bartolome Mitre 2300,Once,172.0,1040.69767442,-34.608573,-58.3990428
23478,Piedras 100,Monserrat,130.0,1384.61538462,-34.6092657,-58.3776162
23479,Yerbal 3400,Floresta,38.0,1710.52631579,-34.631112,-58.476136
23480,Olavarria 700,Boca,57.0,1719.29824561,-34.6379259,-58.3625009
23481,Presidente Jose Evaristo Uriburu 600,Once,26.0,1769.23076923,-34.6023999,-58.3986009
23483,Avenida Brasil 900,San Telmo,106.0,1603.77358491,-34.6252191,-58.3686871
23484,Defensa 600,San Telmo,60.0,2166.66666667,-34.623042,-58.3712832
23485,Figueroa Alcorta 3400,Palermo Chico - Palermo,100.0,4950.0,-27.52484,-58.78733
23486,Pasteur 100,Once,91.0,1318.68131868,-34.6086679,-58.3993121
23487,Pasteur 100,Once,70.0,1571.42857143,-34.6086679,-58.3993121
23489,Juan B Justo 3400,Villa Crespo,65.0,1644.61538462,-34.60085,-58.45292
23490,Terrada 2000,Villa del Parque,187.0,962.56684492,-34.5993207,-58.4897398
23491,Avenida Luis Maria Campos 300,Las Cañitas,60.0,2166.66666667,-34.5736030636086,-58.4327129217234
23492,Fray Justo Santamaria De Oro 3000,Palermo,75.0,2866.66666667,-34.5742405,-58.4202196
23493,Manuela Pedraza 2300,Nuñez,38.0,2302.63157895,-34.5507879,-58.4651622
23495,Avenida Crisologo Larralde 3200,Nuñez,42.0,2428.57142857,-34.5455899,-58.4614247
23496,Av. Rivadavia 7100,Flores,104.0,1538.46153846,-34.6297782,-58.465333
23497,Av. Jyan De Garay 1200,Constitución,42.0,1309.52380952,-34.6270649,-58.3828298
23498,Avenida Juan De Garay 3200,Parque Patricios,72.0,1373.61111111,-34.6284361,-58.3984808
23499,Avenida Doctor Honorio Pueyrredon 300,Caballito,95.0,2104.21052632,-34.6089571,-58.4443727
23500,Felix Lora 0,Caballito,70.0,2328.57142857,-34.6201696,-58.443926
23501,Felix Lora 0,Caballito,70.0,2357.14285714,-34.6201696,-58.443926
23502,Felix Lora 0,Caballito,70.0,2671.42857143,-34.6201696,-58.443926
23503,Felix Lora 0,Caballito,120.0,2833.33333333,-34.6201696,-58.443926
23504,Felix Lora 0,Caballito,35.0,1942.85714286,-34.6201696,-58.443926
23505,Doctor Cosme Argerich 1100,Flores,43.0,1813.95348837,-34.6214797,-58.4758611
23506,Sarandi 1300,San Cristobal,70.0,1412.85714286,-34.6236179,-58.3935359
23508,Sarandi 1300,San Cristobal,27.0,1814.81481481,-34.6236179,-58.3935359
23510,Sarandi 1300,San Cristobal,25.0,2200.0,-34.6236179,-58.3935359
23512,Pringles 100,Almagro,188.0,834.574468085,-34.6128549,-58.4268679
23513,Avenida Rivadavia 6000,Flores,65.0,1906.15384615,-34.6277483,-58.4593254
23515,Dean Funes 900,San Cristobal,42.0,1973.80952381,-34.6257722,-58.4056044
23516,Caracas 200,Flores,72.0,1623.61111111,-34.6267361,-58.4619834
23517,Caracas 200,Flores,69.0,1304.34782609,-34.6267361,-58.4619834
23518,Caracas 200,Flores,72.0,1458.33333333,-34.6267361,-58.4619834
23519,Doctor Juan Felipe Aranguren 1400,Caballito,50.0,1900.0,-34.6184059,-58.4518149
23520,Doctor Juan Felipe Aranguren 1400,Caballito,125.0,2000.0,-34.6184059,-58.4518149
23521,Doctor Juan Felipe Aranguren 1400,Caballito,120.0,2166.66666667,-34.6184059,-58.4518149
23522,Doctor Luis Belaustegui 500,Villa Crespo,46.0,2541.30434783,-34.6017209,-58.4502639
23523,Avenida Directorio 2400,Flores,77.0,1323.37662338,-34.6335542,-58.4604797
23524,Avenida San Juan 3100,Boedo,46.0,2128.26086957,-34.6264242,-58.4228235
23525,General Jose Gervasio Artigas 1100,Flores,74.0,1891.89189189,-34.6286097,-58.4643301
23526,General Jose Gervasio Artigas 1100,Flores,260.0,1115.0,-34.6286097,-58.4643301
23527,General Jose Gervasio Artigas 1100,Flores,47.0,2297.87234043,-34.6286097,-58.4643301
23528,Granaderos 500,Flores,55.0,2234.54545455,-34.6220719,-58.461824
23529,Concordia 400,Floresta,80.0,1611.25,-34.6281532,-58.4776737
23531,Jose Bonifacio 2800,Flores,67.0,1237.31343284,-34.6341359,-58.4664589
23533,Jose Bonifacio 2800,Flores,60.0,1916.66666667,-34.6341359,-58.4664589
23535,Membrillar 200,Flores,50.0,1898.0,-34.630648,-58.4600259
23536,Avenida Belgrano 2600,Balvanera,86.0,1802.3255814,-34.6146708,-58.4028688
23537,Avenida Donato Alvarez 800,Caballito,70.0,1941.42857143,-34.6149116,-58.4589491
23538,Avenida Rivadavia 3200,Almagro,72.0,1665.27777778,-34.6110222,-58.4184794
23539,Bolivia 2000,Villa General Mitre,74.0,1390.54054054,-34.6150962,-58.4731054
23540,Sarmiento 4200,Almagro,35.0,1940.0,-34.604571,-58.4244867
23541,Valle 1400,Caballito,67.0,2611.94029851,-34.6264529,-58.4472799
23542,Valle 1400,Caballito,60.0,2600.0,-34.6264529,-58.4472799
23543,Juan Agustin Maza 0,Almagro,83.0,1506.02409639,-34.61397,-58.4161
23545,Fragata Sarmiento 1100,Caballito,41.0,1987.80487805,-34.6221707,-58.4486731
23546,"Alvarez, Crisostomo 2700",Flores,66.0,1007.57575758,-34.6440867,-58.4551679
23547,Avenida Juan B Justo 5400,Villa del Parque,44.0,1704.54545455,-31.53261,-68.57093
23548,Avenida Juan B Justo 3800,Villa Crespo,80.0,1737.5,-34.603455,-58.4565953
23549,Avenida Juan B Justo 3800,Villa Crespo,68.0,1294.11764706,-34.603455,-58.4565953
23550,Varela 100,Flores,73.0,1532.87671233,-34.6307815,-58.4649183
23551,Doctor Juan Felipe Aranguren 0,Caballito,34.0,2438.23529412,-34.6139812,-58.4410008
23553,Doctor Juan Felipe Aranguren 0,Caballito,66.0,1536.36363636,-34.6139812,-58.4410008
23555,Doctor Juan Felipe Aranguren 0,Caballito,54.0,1828.7037037,-34.6139812,-58.4410008
23557,Doctor Juan Felipe Aranguren 0,Caballito,54.0,1877.77777778,-34.6139812,-58.4410008
23559,Jose Marti 700,Flores,90.0,1110.0,-34.6394642,-58.4686971
23560,Yerbal 2700,Flores,83.0,1022.89156627,-34.6288025,-58.4672968
23561,Yerbal 2700,Flores,112.0,1116.07142857,-34.6288025,-58.4672968
23562,Yerbal 2700,Flores,91.0,1978.02197802,-34.6288025,-58.4672968
23563,Santiago Del Estero 1200,Monserrat,43.0,1462.79069767,-34.6093202,-58.3848153
23567,Avenida Coronel Esteban Bonorino 100,Flores,71.0,2153.52112676,-34.6436905,-58.4471053
23568,Avenida Coronel Esteban Bonorino 100,Flores,46.0,1826.08695652,-34.6436905,-58.4471053
23569,Coronel Faustino Allende 2300,Monte Castro,39.0,2328.20512821,-34.6191773,-58.5069186
23570,Hipolito Yrigoyen 3600,San Cristobal,43.0,1974.41860465,-30.30467,-61.24105
23571,Yerbal 1000,Caballito,60.0,1415.0,-34.6205765,-58.4447044
23572,Yerbal 1000,Caballito,32.0,1718.75,-34.6205765,-58.4447044
23573,Av. Santa Fe 1600,Barrio Norte,100.0,2549.0,-34.5959599,-58.3897744
23575,Alberdi 500,Caballito,76.0,1710.52631579,-34.6231254,-58.4345274
23576,Pedro Goyena 1200,Caballito,73.0,3012.32876712,-34.62703,-58.44424
23577,Carabobo 100,Flores,90.0,1611.11111111,-34.6280809,-58.4560065
23578,Carabobo 100,Flores,73.0,1642.46575342,-34.6280809,-58.4560065
23579,Argerich 600,Flores,79.0,1593.67088608,-34.6257898,-58.4737957
23580,Avenida Donato Alvarez 400,Caballito,70.0,1798.57142857,-34.6149116,-58.4589491
23581,Avenida Donato Alvarez 400,Caballito,50.0,2200.0,-34.6149116,-58.4589491
23582,Salta 1200,Constitución,65.0,1306.15384615,-34.6221229,-58.3828089
23583,General Alvarez Condarco 1000,Flores,56.0,1766.07142857,-34.6205302,-58.4712369
23584,Avenida San Martin 1800,Caballito,33.0,2121.21212121,-34.60578,-58.45393
23585,Avenida San Martin 1800,Caballito,52.0,2307.69230769,-34.60578,-58.45393
23586,Avenida Corrientes 1200,Tribunales,52.0,1346.15384615,-27.5007443,-58.839594
23587,Coronel Ramon Falcon 2500,Flores,82.0,1401.2195122,-34.6305,-58.46342
23589,Coronel Ramon Falcon 2500,Flores,52.0,1384.61538462,-34.6305,-58.46342
23591,Culpina 200,Flores,53.0,1979.24528302,-34.632344,-58.4657253
23592,Culpina 200,Flores,40.0,1850.0,-34.632344,-58.4657253
23593,Avenida Carabobo 500,Flores,93.0,1611.82795699,-34.6324129,-58.4538099
23594,Avenida Carabobo 500,Flores,180.0,2083.33333333,-34.6324129,-58.4538099
23595,General Justo Jose De Urquiza 1300,San Cristobal,80.0,1206.25,-30.303401,-61.2406236
23596,Avenida Coronel Esteban Bonorino 200,Flores,80.0,1511.25,-34.6436905,-58.4471053
23598,Avenida Juan Bautista Alberdi 800,Caballito,20.0,3095.0,-34.6231481,-58.4393209
23599,Avenida Juan Bautista Alberdi 300,Caballito,49.0,1834.69387755,-34.6228064,-58.4320328
23600,Avenida Rivadavia 8800,Floresta,105.0,1332.38095238,-34.6336919,-58.4812206
23601,Cordoba 5200,Palermo Soho - Palermo,93.0,2364.51612903,-34.5904126,-58.4361263
23603,Avenida Santa Fe 2200,Barrio Norte,60.0,2266.66666667,-34.59554,-58.3985004
23604,Avellaneda 3900,Floresta,48.0,1643.75,-34.6295472,-58.4834583
23605,Avellaneda 3900,Floresta,80.0,1625.0,-34.6295472,-58.4834583
23606,Avellaneda 3900,Floresta,76.0,1697.36842105,-34.6295472,-58.4834583
23607,Falcon 3400,Floresta,90.0,1321.11111111,-34.6336795,-58.4748587
23608,Boyaca 100,Flores,33.0,2333.33333333,-34.6257714,-58.4574233
23609,Boyaca 100,Flores,33.0,1666.66666667,-34.6257714,-58.4574233
23610,Boyaca 100,Flores,33.0,2242.42424242,-34.6257714,-58.4574233
23611,Las Heras 1900,Recoleta,100.0,3200.0,-34.5902018,-58.3936387
23612,Lituania 5400,Villa Urquiza,24.0,2750.0,-34.5773363,-58.4904972
23613,Riglos 500,Caballito,155.0,2019.35483871,-34.6244389,-58.4360979
23614,Riglos 500,Caballito,74.0,2094.59459459,-34.6244389,-58.4360979
23615,Serrano 1400,Palermo Soho - Palermo,73.0,3082.19178082,-34.5899823,-58.4323784
23616,Beruti 4500,Palermo Soho - Palermo,69.0,2492.75362319,-34.5783804,-58.4233493
23617,"Triunvirato, Av. 3600",Villa Ortuzar,44.0,2204.54545455,-34.58237,-58.47202
23619,Aizpurua 2700,Villa Pueyrredón,38.0,2157.89473684,-33.8917,-60.57938
23620,"Roosevelt, Franklin 4800",Coghlan,31.0,2258.06451613,-34.56203,-58.46823
23622,"Acha, Mariano 1400",Villa Ortuzar,58.0,1939.65517241,-34.5794798,-58.4722949
23624,Santiago Del Estero 1200,Constitución,45.0,1444.44444444,-34.6221789,-58.3842599
23625,Pedro Moran 2100,Agronomía,80.0,1662.5,-34.590704,-58.4928705
23626,Bogado 4500,Parque Centenario,40.0,2000.0,-24.2363399,-64.88184
23627,Av Libertador 7800,Nuñez,37.0,2837.83783784,-34.5429425,-58.4619699
23628,Teodoro Vilardebo 2100,Villa del Parque,32.0,1843.75,-34.6103246,-58.4925328
23630,Uriburu 1400,Recoleta,75.0,2386.66666667,-34.5922559,-58.3972949
23631,Avenida Francisco Beiro 4200,Villa Devoto,115.0,1734.7826087,-34.6050182,-58.5102615
23632,Avenida Segurola 1100,Floresta,63.0,1904.76190476,-34.62766,-58.49028
23633,Avenida Francisco Beiro 4400,Villa Devoto,41.0,25921.9756098,-34.6067096740741,-58.5129294481481
23634,Avenida Francisco Beiro 4400,Villa Devoto,43.0,29617.3255814,-34.6067096740741,-58.5129294481481
23635,Pedro Lozano 3600,Villa del Parque,84.0,2142.85714286,-34.5997642,-58.4926174
23636,Pedro Lozano 3600,Villa del Parque,51.0,2313.7254902,-34.5997642,-58.4926174
23637,Pedro Lozano 3600,Villa del Parque,93.0,1494.62365591,-34.5997642,-58.4926174
23638,Avenida Lope De Vega 2000,Monte Castro,44.0,2159.09090909,-34.6220019,-58.5147829
23639,Avenida Lope De Vega 2000,Monte Castro,79.0,24810.1265823,-34.6220019,-58.5147829
23640,Andres Vallejos 4300,Villa Devoto,192.0,2552.08333333,-34.59851,-58.51804
23641,Manuel Porcel De Peralta 300,Versalles,38.0,1736.84210526,-34.6320982,-58.5224692
23642,Manuel Porcel De Peralta 300,Versalles,42.0,1642.85714286,-34.6320982,-58.5224692
23643,Cuenca 2700,Villa del Parque,87.0,1781.6091954,-34.6048959,-58.4926709
23644,San Luis 2800,Barrio Norte,40.0,1875.0,-34.11663,-59.03845
23646,San Luis 2800,Barrio Norte,26.0,2153.84615385,-34.11663,-59.03845
23648,San Luis 2800,Barrio Norte,53.0,1884.90566038,-34.11663,-59.03845
23650,Marcos Paz 2100,Monte Castro,78.0,1666.66666667,-34.6198619,-58.5030979
23651,Marcos Paz 2100,Monte Castro,55.0,1636.36363636,-34.6198619,-58.5030979
23652,Marcos Paz 2100,Monte Castro,75.0,1800.0,-34.6198619,-58.5030979
23653,Avenida Francisco Beiro 3800,Villa Devoto,125.0,1160.0,-34.6120568,-58.5219231
23654,Avda Santa Fe 2100,Palermo,90.0,2200.0,-34.5805176,-58.4227221
23655,Avenida Doctor Honorio Pueyrredon 700,Caballito,80.0,1687.5,-34.612081,-58.4423475
23656,Avenida Doctor Honorio Pueyrredon 700,Caballito,45.0,2600.0,-34.612081,-58.4423475
23657,Humberto I 500,San Telmo,77.0,1168.83116883,-34.6208389,-58.3726183
23658,Humberto I 500,San Telmo,49.0,2346.93877551,-34.6208389,-58.3726183
23659,Santa Maria De Oro 2300,Palermo,33.0,2575.75757576,-34.5814155,-58.426454
23660,Av Los Incas 3400,Belgrano,175.0,2571.42857143,-34.56987,-58.458
23663,Pacheco 1900,Villa Urquiza,61.0,1918.03278689,-34.5777059,-58.4790579
23665,Pacheco 1900,Villa Urquiza,76.0,2565.78947368,-34.5777059,-58.4790579
23667,Enrique Martinez 1100,Colegiales,52.0,2288.46153846,-34.5762759,-58.4565689
23668,Palestina 600,Villa Crespo,74.0,1608.10810811,-34.59749,-58.42491
23669,Palestina 600,Villa Crespo,50.0,2400.0,-34.59749,-58.42491
23670,Avenida Warnes 800,Villa Crespo,47.0,1542.55319149,-34.6005589,-58.4474739
23671,Olazabal 3600,Belgrano,71.0,2000.0,-34.5635214,-58.4639302
23672,Beruti Al 3000,Palermo,84.0,5357.14285714,-34.5858649,-58.411651
23673,Gurruchaga 2200,Palermo Soho - Palermo,35.0,2714.28571429,-34.5854262,-58.4233776
23674,Gurruchaga 2200,Palermo Soho - Palermo,36.0,3027.77777778,-34.5854262,-58.4233776
23675,Manuel Ugarte 2000,Belgrano,200.0,2325.0,-34.5543773,-58.457546
23676,Humboldt 1500,Palermo Hollywood - Palermo,61.0,3114.75409836,-34.5864366,-58.4373942
23677,Ravignani 1700,Palermo Hollywood - Palermo,27.0,3148.14814815,-34.5817726,-58.4395995
23679,Av. Juan Bautista Alberdi 200,Caballito,40.0,2100.0,-34.6225979,-58.4306259
23680,Av. Juan Bautista Alberdi 200,Caballito,44.0,2613.63636364,-34.6225979,-58.4306259
23681,Av. Juan Bautista Alberdi 200,Caballito,22.0,3181.81818182,-34.6225979,-58.4306259
23682,Salta 1500,Constitución,107.0,831.775700935,-34.6258746,-58.3827544
23683,Salta 1500,Constitución,28.0,1607.14285714,-34.6258746,-58.3827544
23684,F.garcia Lorca 100,Caballito,50.0,1900.0,-34.6207596,-58.4450122
23686,Senillosa 1600,Parque Chacabuco,42.0,1500.0,-34.6349549,-58.4261969
23687,Av. Curapaligue 0,Caballito,56.0,1964.28571429,-34.62813,-58.45276
23688,Juan B. Ambrosetti 500,Caballito,69.0,1811.5942029,-34.61267,-58.4378361
23689,Av. San Juan 3400,Boedo,87.0,1666.66666667,-34.6264242,-58.4228235
23690,J B Alberdi 2200,Flores,141.0,1418.43971631,-34.63294,-58.46713
23691,Avenida Donato Alvarez 0,Flores,105.0,1809.52380952,-34.61974,-58.45676
23693,Gual 2400,Pompeya,45.0,1622.22222222,-34.6439529,-58.4245999
23694,Av. Jose Maria Moreno 1700,Parque Chacabuco,67.0,1641.79104478,-34.6379799,-58.4317509
23696,Av. Jose Maria Moreno 1700,Parque Chacabuco,89.0,1235.95505618,-34.6379799,-58.4317509
23698,Av. Almafuerte 800,Parque Patricios,30.0,1750.0,-34.64076,-58.41235
23699,Paraguay 2900,Barrio Norte,35.0,3714.28571429,-34.5983686,-58.3882072
23700,Paraguay 2900,Barrio Norte,214.0,1962.61682243,-34.5983686,-58.3882072
23701,Avenida Acoyte 200,Caballito,85.0,1411.76470588,-34.6160307,-58.4376877
23702,Avenida Acoyte 200,Caballito,62.0,2285.48387097,-34.6160307,-58.4376877
23703,Avenida Boedo 500,Boedo,30.0,2000.0,-34.6269699,-58.4159705
23704,Francisco Bilbao 2200,Flores,110.0,1180.90909091,-34.6336859,-58.4570189
23705,Ramon Falcon 2500,Flores,230.0,695.652173913,-34.6305,-58.46342
23706,General Jose Gervasio Artigas 400,Flores,56.0,1516.07142857,-34.6258469,-58.4656648
23708,Avenida Gaona 1800,Caballito,30.0,2066.66666667,-34.6113679,-58.4533129
23710,Juan Agustin Maza 2100,Boedo,94.0,1239.36170213,-34.635831,-58.413713
23711,Avenida Directorio 2200,Flores,300.0,1599.66666667,-34.6326833,-58.4575486
23712,Avenida Juan B Justo 5400,Villa General Mitre,55.0,1598.18181818,-34.6151012,-58.4728492
23713,Bogota 2600,Flores,33.0,1754.54545455,-34.6262473,-58.4668717
23714,Avenida Avellaneda 3700,Floresta,70.0,1641.42857143,-34.6288825,-58.4806748
23715,Avenida Directorio 1800,Flores,59.0,1813.55932203,-34.6312043,-58.453028
23716,"Hernandez, Jose 2600",Colegiales,65.0,2353.84615385,-33.74277,-61.95601
23717,"Alvear, Marcelo T. De 2000",Recoleta,102.0,2205.88235294,-34.5872332,-58.3901441
23720,"Cabildo, Avda. 100",Belgrano,61.0,2786.8852459,-38.4839,-61.88682
23721,Rojas 1500,Caballito,46.0,2000.0,-34.6185954,-58.4422148
23722,Rojas 1500,Caballito,51.0,1823.52941176,-34.6185954,-58.4422148
23723,Leopoldo Marechal .,Villa Crespo,55.0,1672.72727273,-34.6045382,-58.4400037
23724,Av Independencia 1800,Balvanera,380.0,763.157894737,-34.6182229,-58.3931944
23725,Av Belgrano 2900,Balvanera,120.0,1541.66666667,-34.6150649,-58.4071119
23726,Manuel Artigas 5500,Mataderos,53.0,2.07547169811,-34.6467789,-58.4992629
23727,Av. Libertador 4400,Las Cañitas,233.0,2785.40772532,-24.77356,-65.44843
23728,Defensa 1500,San Telmo,420.0,2309.52380952,-34.6252493,-58.3710313
23729,Defensa 1500,San Telmo,52.0,1384.61538462,-34.6252493,-58.3710313
23730,"Del Libertador, Av. 2200",Palermo Chico - Palermo,600.0,3333.33333333,-34.58162,-58.40358
23732,"Del Libertador, Av. 2200",Palermo Chico - Palermo,170.0,3352.94117647,-34.58162,-58.40358
23734,Fernandez De Enciso 3700,Villa Devoto,44.0,2000.0,-34.6045594,-58.5132669
23735,Fernandez De Enciso 3700,Villa Devoto,44.0,2090.90909091,-34.6045594,-58.5132669
23737,Gualeguaychu 100,Floresta,24.0,2083.33333333,-34.6301214,-58.48618
23738,Pasteur 500,Barrio Norte,87.0,2275.86206897,-34.605997,-68.3174887
23739,Gualeguaychu 0,Floresta,24.0,2125.0,-34.6301214,-58.48618
23741,Tucuman 2900,Almagro,43.0,2000.0,-34.5996427,-58.4148354
23742,Arevalo 2200,Palermo,73.0,2452.05479452,-34.5771279,-58.4362179
23743,Avenida Angel Gallardo 600,Caballito,55.0,1681.81818182,-34.6073288,-58.4455821
23744,Noyoya 4400,Monte Castro,52.0,1384.61538462,-24.79772,-65.44409
23746,Virgilio 100,Villa Luro,40.0,1725.0,-34.6368735,-58.5011965
23747,Virgilio 100,Villa Luro,37.0,1797.2972973,-34.6368735,-58.5011965
23748,Cirilo Correa 4700,Saavedra,78.0,2128.20512821,-34.554025,-58.4942887
23749,Cirilo Correa 4700,Saavedra,49.0,2346.93877551,-34.554025,-58.4942887
23754,Avenida Federico Lacroze 3100,Colegiales,73.0,2287.67123288,-34.5769209,-58.4486919
23755,Santos Dumont 2300,Palermo,70.0,3714.28571429,-34.5733102,-58.4383776
23756,Villafane 1200,Barracas,56.0,2357.14285714,-34.6346892,-58.3710894
23757,Villafane 1200,Barracas,43.0,2906.97674419,-34.6346892,-58.3710894
23758,Av. Pueyrredon 700,Balvanera,150.0,1433.33333333,-34.6019709,-58.4049669
23759,Espinosa 1000,Caballito,40.0,1950.0,-34.6119329,-58.4516489
23760,Cuidad De La Paz 2100,Belgrano,79.0,2379.74683544,-30.752475,-59.6439458
23761,Zapiola 1000,Colegiales,125.0,1840.0,-34.5743439,-58.4518929
23763,Zapiola 1000,Colegiales,45.0,1911.11111111,-34.5743439,-58.4518929
23765,Zapiola 1000,Colegiales,130.0,1846.15384615,-34.5743439,-58.4518929
